municipio_id,municipio_nome,uf_sigla,conjuntos_necessarios,conjuntos_com_peso,conjuntos_sem_peso,n_conjuntos_necessarios,n_conjuntos_com_peso,motivo_nivel4,distribuidoras_conjuntos_sem_peso,distribuidora_identificada,bdgd_catalogo_verificado,bdgd_disponivel,bdgd_baixada,bdgd_vintage,evidencia_catalogo
4207858,Irati,SC,13413|16822,13413,16822,2,1,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4208104,Itaiópolis,SC,13395|13447|16054|16809,13395|16809,13447|16054,4,2,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4208609,Jaborá,SC,13298|16060|16820,13298|16820,16060,3,2,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4208708,Jacinto Machado,SC,12478|12482|16803|16827,12478|12482|16827,16803,4,3,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4208906,Jaraguá do Sul,SC,13307|13329|13364|13370|13430|16806|16810|16811,13307|13329|13364|13370|13430|16806|16810,16811,8,7,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4209003,Joaçaba,SC,13296|13298|16060|16819,13298|16060,13296|16819,4,2,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4209102,Joinville,SC,13331|13372|13376|13381|13384|13421|13430|16046|16047|16048|16049|16807|16808,13372|13376|13381|13384|13421|16046|16047|16048|16049|16807|16808,13331|13430,13,11,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4209151,José Boiteux,SC,16052|16054|16809|16811,16052|16054,16809|16811,4,2,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4209607,Lauro Müller,SC,12477|13391|13424|15445,12477|13391|15445,13424,4,3,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4209706,Lebon Régis,SC,13284|13289|13320|16816,13284|13289|13320,16816,4,3,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4210605,Massaranduba,SC,13331|13370|16806|16810,13370|16810,13331|16806,4,2,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4211306,Navegantes,SC,15590|16810,15590,16810,2,1,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4211603,Nova Veneza,SC,12480|12482|13432|16826,12480|12482|16826,13432,4,3,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4212254,Passo de Torres,SC,15442|16804|16827,15442|16827,16804,3,2,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4213005,Pinheiro Preto,SC,16818|16819,16818,16819,2,1,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4213401,Ponte Serrada,SC,13267|13298|13314|13347,13314|13347,13267|13298,4,2,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4213500,Porto Belo,SC,13435|16804|16805,16804|16805,13435,3,2,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4213807,Praia Grande,SC,12478|15442,15442,12478,2,1,bdgd_investigada_sem_celula_municipio_conjunto,CEJAMA,True,True,True,True,2024-12-31,Consulta oficial ArcGIS encontrou Cejama_5372_2024-12-31_V11_20250926-1357; ZIP baixado e validado.
4214102,Presidente Nereu,SC,13345|16052|16812,16812,13345|16052,3,1,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4214607,Rio do Oeste,SC,13414|13434|13438,13414|13434,13438,3,2,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4215000,Rio Negrinho,SC,13416|13447|16809,13416|13447,16809,3,2,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4215455,Sangão,SC,14768|16824,16824,14768,2,1,bdgd_investigada_sem_celula_municipio_conjunto,COOPERALIANÇA,True,True,True,True,2023-12-31,Consulta oficial ArcGIS encontrou Cooperalianca_2904_2023-12-31_V11_20240429-1338; ZIP baixado e validado.
4215653,Santa Rosa do Sul,SC,12478|16805|16827,16827,12478|16805,3,1,bdgd_investigada_sem_celula_municipio_conjunto,CEJAMA|CELESC,True,True,True,True,2024-12-31,"Consulta oficial ArcGIS encontrou Cejama_5372_2024-12-31_V11_20250926-1357; ZIP baixado e validado. || Item oficial ANEEL localizado, baixado e validado."
4215679,Santa Terezinha,SC,13434|16054|16809,16809,13434|16054,3,1,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4216404,São João do Sul,SC,15442|16806|16827,15442|16827,16806,3,2,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4217253,São Pedro de Alcântara,SC,13443|15560|16800|16801|16802,15560|16800|16801|16802,13443,5,4,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4217600,Siderópolis,SC,2142|15444|15445|16826,15444|15445,2142|16826,4,2,bdgd_oficial_nao_disponivel,CELESC|EFLJC,True,True,False,False,2024-12-31,"Item oficial ANEEL localizado, baixado e validado. || Consulta ArcGIS oficial orgId J5unWNi0P2dwjI3y por 'Efljc' retornou 3 itens, sem File Geodatabase 2024/2023 aplicável."
4217709,Sombrio,SC,12478|12482|16807|16827,12482|16827,12478|16807,4,2,bdgd_investigada_sem_celula_municipio_conjunto,CEJAMA|CELESC,True,True,True,True,2024-12-31,"Consulta oficial ArcGIS encontrou Cejama_5372_2024-12-31_V11_20250926-1357; ZIP baixado e validado. || Item oficial ANEEL localizado, baixado e validado."
4217808,Taió,SC,13414|13434|16054|16816,13434,13414|16054|16816,4,1,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4218103,Timbé do Sul,SC,12478|12482,12482,12478,2,1,bdgd_investigada_sem_celula_municipio_conjunto,CEJAMA,True,True,True,True,2024-12-31,Consulta oficial ArcGIS encontrou Cejama_5372_2024-12-31_V11_20250926-1357; ZIP baixado e validado.
4218400,Treze de Maio,SC,12474|16824,12474,16824,2,1,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4219176,Vargem Bonita,SC,13298|16819,13298,16819,2,1,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4219358,Vitor Meireles,SC,13434|16052|16054,16052|16054,13434,3,2,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4300059,Água Santa,RS,15457|16518,16518,15457,2,1,incompatibilidade_vintage_2024_2025,COPREL,True,True,True,True,2023-12-31,"Item oficial ANEEL localizado, baixado e validado."
4300109,Agudo,RS,13183|16374|16896,13183|16896,16374,3,2,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4300208,Ajuricaba,RS,15446|17106|17107,15446|17106,17107,3,2,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4300406,Alegrete,RS,13202|13214|13216|16376|16378|16379,16376|16378|16379,13202|13214|13216,6,3,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4300505,Alpestre,RS,15441|16515|16520,15441|16515,16520,3,2,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4300570,Alto Feliz,RS,16504|16517,16517,16504,2,1,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4300661,André da Rocha,RS,16503|16506|16534|16545,16503|16506|16545,16534,4,3,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4300802,Antônio Prado,RS,16503|16516|16534|16540|16546,16503|16516|16534|16546,16540,5,4,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4300877,Araricá,RS,13185|13219,13219,13185,2,1,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4301008,Arroio do Meio,RS,13186|13192|13193|15451,13186|13192|15451,13193,4,3,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4301057,Arroio do Sal,RS,12574|15977|15984|16873,15977|16873,12574|15984,4,2,bdgd_investigada_sem_celula_municipio_conjunto,CEEE-D,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4301107,Arroio dos Ratos,RS,15985|16009|16866,15985|16866,16009,3,2,bdgd_investigada_sem_celula_municipio_conjunto,CEEE-D,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4301503,Augusto Pestana,RS,15446|16543|17106|17107,15446|16543|17106,17107,4,3,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4301552,Áurea,RS,15447|16514|16519,16514,15447|16519,3,1,agente_nao_informado_na_fonte,Não Informado|RGE SUL,False,False,,False,2024-12-31,"Pesquisa por agente impossível sem identificação oficial. || Item oficial ANEEL localizado, baixado e validado."
4301602,Bagé,RS,12539|12576|15982|15983|16724,15982|15983|16724,12539|12576,5,3,bdgd_investigada_sem_celula_municipio_conjunto,CEEE-D,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4301651,Barão,RS,15453|16375|16528,15453|16528,16375,3,2,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4301800,Barracão,RS,15447|16502|16506,16502|16506,15447,3,2,agente_nao_informado_na_fonte,Não Informado,False,False,,False,,Pesquisa por agente impossível sem identificação oficial.
4301925,Barra do Rio Azul,RS,15447|16519|16520,16519|16520,15447,3,2,agente_nao_informado_na_fonte,Não Informado,False,False,,False,,Pesquisa por agente impossível sem identificação oficial.
4301958,Barra Funda,RS,14435|14436|17108|17109,17108,14435|14436|17109,4,1,bdgd_investigada_sem_celula_municipio_conjunto,ELETROCAR|RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado. || Item oficial ANEEL localizado, baixado e validado."
4302006,Barros Cassal,RS,15452|15458|16538|16614,15452|16538|16614,15458,4,3,incompatibilidade_vintage_2024_2025,COPREL,True,True,True,True,2023-12-31,"Item oficial ANEEL localizado, baixado e validado."
4302055,Benjamin Constant do Sul,RS,15447|16520,16520,15447,2,1,agente_nao_informado_na_fonte,Não Informado,False,False,,False,,Pesquisa por agente impossível sem identificação oficial.
4302154,Boa Vista das Missões,RS,15441|16501|16535,15441|16501,16535,3,2,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4302220,Boa Vista do Cadeado,RS,15446|15458|16544|17106|17107,15446|16544|17106,15458|17107,5,3,bdgd_investigada_sem_celula_municipio_conjunto,COPREL|RGE SUL,True,True,True,True,2023-12-31|2024-12-31,"Item oficial ANEEL localizado, baixado e validado. || Item oficial ANEEL localizado, baixado e validado."
4302402,Bom Retiro do Sul,RS,12485|13189|16372|16375,12485|13189,16372|16375,4,2,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4302501,Bossoroca,RS,15448|15449|16376|16377,15448|15449|16377,16376,4,3,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4302584,Bozano,RS,15446|15458,15446,15458,2,1,incompatibilidade_vintage_2024_2025,COPREL,True,True,True,True,2023-12-31,"Item oficial ANEEL localizado, baixado e validado."
4302659,Brochier,RS,13189|15450|16375,15450|16375,13189,3,2,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4302808,Caçapava do Sul,RS,13183|13214|13230|16374|16896,13230|16896,13183|13214|16374,5,2,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4302907,Cacequi,RS,13202|13208|13214|13216|13230|16376|16379,13202|13214|13216|16376|16379,13208|13230,7,5,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4303004,Cachoeira do Sul,RS,13183|13214|13230|16374|16896,13183|13230|16374|16896,13214,5,4,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4303202,Cacique Doble,RS,15447|16502,16502,15447,2,1,agente_nao_informado_na_fonte,Não Informado,False,False,,False,,Pesquisa por agente impossível sem identificação oficial.
4303558,Camargo,RS,15457|16505|16614,16505|16614,15457,3,2,incompatibilidade_vintage_2024_2025,COPREL,True,True,True,True,2023-12-31,"Item oficial ANEEL localizado, baixado e validado."
4303673,Campestre da Serra,RS,16534|16540|16545,16534|16545,16540,3,2,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4303806,Campinas do Sul,RS,15447|16519|16520,16519|16520,15447,3,2,agente_nao_informado_na_fonte,Não Informado,False,False,,False,,Pesquisa por agente impossível sem identificação oficial.
4303905,Campo Bom,RS,13185|13187|13219|15779|15782|15786,13185|15779|15782|15786,13187|13219,6,4,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4304200,Candelária,RS,13183|13201|13204|13230|16367|16374|16896,13183|13201|16367|16374|16896,13204|13230,7,5,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4304309,Cândido Godói,RS,15456|16497|16523|16542,15456|16523|16542,16497,4,3,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4304408,Canela,RS,16512|16525|16529|16536,16529|16536,16512|16525,4,2,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4304507,Canguçu,RS,12525|12571|12576|15361|16893,12525|12571|15361|16893,12576,5,4,bdgd_investigada_sem_celula_municipio_conjunto,CEEE-D,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4304606,Canoas,RS,13185|13188|13219|15780|15781|15783,13188|15780|15781|15783,13185|13219,6,4,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4304655,Capão do Cipó,RS,15458|16376|16377,16376,15458|16377,3,1,bdgd_investigada_sem_celula_municipio_conjunto,COPREL|RGE SUL,True,True,True,True,2023-12-31|2024-12-31,"Item oficial ANEEL localizado, baixado e validado. || Item oficial ANEEL localizado, baixado e validado."
4304697,Capitão,RS,13186|13192|15451|16614,13186|15451|16614,13192,4,3,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4304853,Carlos Gomes,RS,15447|16502|16514,16502|16514,15447,3,2,agente_nao_informado_na_fonte,Não Informado,False,False,,False,,Pesquisa por agente impossível sem identificação oficial.
4304903,Casca,RS,15457|16503|16505|16509|16614,16503|16509|16614,15457|16505,5,3,bdgd_investigada_sem_celula_municipio_conjunto,COPREL|RGE SUL,True,True,True,True,2023-12-31|2024-12-31,"Item oficial ANEEL localizado, baixado e validado. || Item oficial ANEEL localizado, baixado e validado."
4304952,Caseiros,RS,15457|16506,16506,15457,2,1,incompatibilidade_vintage_2024_2025,COPREL,True,True,True,True,2023-12-31,"Item oficial ANEEL localizado, baixado e validado."
4305009,Catuípe,RS,15446|15449|16496,15446|16496,15449,3,2,bdgd_investigada_sem_celula_municipio_conjunto,CERMISSÕES,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4305116,Centenário,RS,15447|16502|16514,16502|16514,15447,3,2,agente_nao_informado_na_fonte,Não Informado,False,False,,False,,Pesquisa por agente impossível sem identificação oficial.
4305132,Cerro Branco,RS,13183|13230|16374|16896,13183|16896,13230|16374,4,2,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4305157,Cerro Grande,RS,15441|17108|17109,15441|17109,17108,3,2,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4305306,Chapada,RS,14436|15458,14436,15458,2,1,incompatibilidade_vintage_2024_2025,COPREL,True,True,True,True,2023-12-31,"Item oficial ANEEL localizado, baixado e validado."
4305371,Charrua,RS,15447|15457|16513|16518,16513|16518,15447|15457,4,2,agente_nao_informado_na_fonte,COPREL|Não Informado,False,False,,False,2023-12-31,"Item oficial ANEEL localizado, baixado e validado. || Pesquisa por agente impossível sem identificação oficial."
4305504,Ciríaco,RS,15457|16503|16506,16503|16506,15457,3,2,incompatibilidade_vintage_2024_2025,COPREL,True,True,True,True,2023-12-31,"Item oficial ANEEL localizado, baixado e validado."
4305702,Condor,RS,12723|15446|15458,12723|15446,15458,3,2,incompatibilidade_vintage_2024_2025,COPREL,True,True,True,True,2023-12-31,"Item oficial ANEEL localizado, baixado e validado."
4305801,Constantina,RS,16520|17108|17109,16520|17109,17108,3,2,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4305835,Coqueiro Baixo,RS,13186|13192|15452|16614,13186|15452|16614,13192,4,3,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4305850,Coqueiros do Sul,RS,14435|15457,14435,15457,2,1,incompatibilidade_vintage_2024_2025,COPREL,True,True,True,True,2023-12-31,"Item oficial ANEEL localizado, baixado e validado."
4305975,Coxilha,RS,15457|16499,16499,15457,2,1,incompatibilidade_vintage_2024_2025,COPREL,True,True,True,True,2023-12-31,"Item oficial ANEEL localizado, baixado e validado."
4306106,Cruz Alta,RS,15446|15458|17106|17107,15446|17106|17107,15458,4,3,incompatibilidade_vintage_2024_2025,COPREL,True,True,True,True,2023-12-31,"Item oficial ANEEL localizado, baixado e validado."
4306130,Cruzaltense,RS,15447|16519|16520,16519|16520,15447,3,2,agente_nao_informado_na_fonte,Não Informado,False,False,,False,,Pesquisa por agente impossível sem identificação oficial.
4306205,Cruzeiro do Sul,RS,13192|13193|13204|15451|16372,13193|16372,13192|13204|15451,5,2,bdgd_investigada_sem_celula_municipio_conjunto,CERTEL ENERGIA|RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado. || Item oficial ANEEL localizado, baixado e validado."
4306304,David Canabarro,RS,15457|16503|16506|16614,16503|16506|16614,15457,4,3,incompatibilidade_vintage_2024_2025,COPREL,True,True,True,True,2023-12-31,"Item oficial ANEEL localizado, baixado e validado."
4306379,Dilermando de Aguiar,RS,13205|13207|13208|13214|13216,13208|13214|13216,13205|13207,5,3,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4306403,Dois Irmãos,RS,13185|13187|13218|13219|15782,13185|13187|13219|15782,13218,5,4,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4306700,Dona Francisca,RS,13683|16896,16896,13683,2,1,bdgd_oficial_nao_disponivel,UHENPAL,True,True,False,False,,"Consulta ArcGIS oficial orgId J5unWNi0P2dwjI3y por 'UHENPAL' retornou 3 itens, sem File Geodatabase 2024/2023 aplicável."
4306759,Doutor Ricardo,RS,13186|13192,13186,13192,2,1,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4306809,Encantado,RS,13186|13189|13192|15451|16614,13186|15451|16614,13189|13192,5,3,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4306908,Encruzilhada do Sul,RS,12541|15361|16374|16866|16896,12541|15361|16866|16896,16374,5,4,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4306924,Engenho Velho,RS,16520|17108|17109,17108|17109,16520,3,2,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4306932,Entre-Ijuís,RS,15446|15449|16496|16543,15446|15449|16543,16496,4,3,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4306957,Entre Rios do Sul,RS,15447|16520,16520,15447,2,1,agente_nao_informado_na_fonte,Não Informado,False,False,,False,,Pesquisa por agente impossível sem identificação oficial.
4306973,Erebango,RS,15447|16513|16519,16513|16519,15447,3,2,agente_nao_informado_na_fonte,Não Informado,False,False,,False,,Pesquisa por agente impossível sem identificação oficial.
4307005,Erechim,RS,15447|16513|16514|16518|16519,16513|16514|16518|16519,15447,5,4,agente_nao_informado_na_fonte,Não Informado,False,False,,False,,Pesquisa por agente impossível sem identificação oficial.
4307054,Ernestina,RS,15457|16499,16499,15457,2,1,incompatibilidade_vintage_2024_2025,COPREL,True,True,True,True,2023-12-31,"Item oficial ANEEL localizado, baixado e validado."
4307203,Erval Grande,RS,15447|16519|16520,16519|16520,15447,3,2,agente_nao_informado_na_fonte,Não Informado,False,False,,False,,Pesquisa por agente impossível sem identificação oficial.
4307401,Esmeralda,RS,16502|16506|16545,16506|16545,16502,3,2,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4307500,Espumoso,RS,15458|16507,16507,15458,2,1,incompatibilidade_vintage_2024_2025,COPREL,True,True,True,True,2023-12-31,"Item oficial ANEEL localizado, baixado e validado."
4307559,Estação,RS,15447|15457|16513,16513,15447|15457,3,1,agente_nao_informado_na_fonte,COPREL|Não Informado,False,False,,False,2023-12-31,"Item oficial ANEEL localizado, baixado e validado. || Pesquisa por agente impossível sem identificação oficial."
4307609,Estância Velha,RS,13185|13187|13218|13220|13226|15784|16368|16369,13187|15784|16368|16369,13185|13218|13220|13226,8,4,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4307708,Esteio,RS,13187|13188|13189|13220|13226|15783,13188|15783,13187|13189|13220|13226,6,2,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4307815,Estrela Velha,RS,13183|16896,16896,13183,2,1,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4307864,Fagundes Varela,RS,16503|16509|16546,16503|16546,16509,3,2,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4307906,Farroupilha,RS,15453|16504|16517|16527|16528|16532|16533|16534,15453|16517|16527|16528|16533,16504|16532|16534,8,5,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4308003,Faxinal do Soturno,RS,13183|13683|16896,13183,13683|16896,3,1,bdgd_oficial_nao_disponivel,CELETRO|UHENPAL,True,True,False,False,2024-12-31,"Item oficial ANEEL localizado, baixado e validado. || Consulta ArcGIS oficial orgId J5unWNi0P2dwjI3y por 'UHENPAL' retornou 3 itens, sem File Geodatabase 2024/2023 aplicável."
4308052,Faxinalzinho,RS,15447|16520,16520,15447,2,1,agente_nao_informado_na_fonte,Não Informado,False,False,,False,,Pesquisa por agente impossível sem identificação oficial.
4308078,Fazenda Vilanova,RS,12485|13189|15450|16375,12485|13189|15450,16375,4,3,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4308102,Feliz,RS,16504|16517,16517,16504,2,1,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4308201,Flores da Cunha,RS,16516|16517|16524|16525|16534|16540,16516|16524|16525|16534,16517|16540,6,4,bdgd_investigada_sem_celula_municipio_conjunto,RGE SUL,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4308250,Floriano Peixoto,RS,15447|15457|16513|16514,,15447|15457|16513|16514,4,0,agente_nao_informado_na_fonte,COPREL|Não Informado|RGE SUL,False,False,,False,2023-12-31|2024-12-31,"Item oficial ANEEL localizado, baixado e validado. || Pesquisa por agente impossível sem identificação oficial. || Item oficial ANEEL localizado, baixado e validado."
4308458,Fortaleza dos Valos,RS,15458|16507,16507,15458,2,1,incompatibilidade_vintage_2024_2025,COPREL,True,True,True,True,2023-12-31,"Item oficial ANEEL localizado, baixado e validado."
4308706,Gaurama,RS,15447|16514|16518|16519,16514|16518,15447|16519,4,2,agente_nao_informado_na_fonte,Não Informado|RGE SUL,False,False,,False,2024-12-31,"Pesquisa por agente impossível sem identificação oficial. || Item oficial ANEEL localizado, baixado e validado."
